Departamento,Dep,Municipio,Depmun,Superficie,Poblacion,Irural,Region,Tipo,Zona,denspobl
Sucre,70,Buenavista,70110,146.49809594,10727,42,Región Caribe,Otro,Rural,73.22279467982551
Sucre,70,Caimito,70124,412.46980712,15668,51,Región Caribe,Otro,Rural,37.98581066914724
Sucre,70,Coloso,70204,131.16269241,8670,45,Región Caribe,Otro,Rural,66.10111336307845
Sucre,70,Corozal,70215,285.89446074,69268,34,Región Caribe,Otro,Urbano,242.2852118950082
Sucre,70,Coveñas,70221,56.55515347,18892,33,Región Caribe,Otro,Urbano,334.0455969237422
Sucre,70,Chalán,70230,83.71001483,4537,45,Región Caribe,Otro,Rural,54.199010825811364
Sucre,70,El Roble,70233,198.43440202,10215,46,Región Caribe,Otro,Rural,51.477969021573394
Sucre,70,Galeras,70235,321.85642596,22673,44,Región Caribe,Otro,Rural,70.4444533999075
Sucre,70,Guaranda,70265,361.8676371,18198,48,Región Caribe,Otro,Rural,50.28910611028498
Sucre,70,La Unión,70400,232.35039472,12701,47,Región Caribe,Otro,Rural,54.6631307224835
Sucre,70,Los Palmitos,70418,198.8844424,23420,40,Región Caribe,Otro,Urbano,117.75682259197163
Sucre,70,Majagual,70429,845.15861198,37564,50,Región Caribe,Otro,Rural,44.44609504953955
Sucre,70,Morroa,70473,170.01489701,15495,42,Región Caribe,Otro,Rural,91.13907235486906
Sucre,70,Ovejas,70508,460.04836197,23148,45,Región Caribe,Otro,Rural,50.31644912477592
Sucre,70,Palmito,70523,174.57019535,14635,43,Región Caribe,Otro,Rural,83.83447111723702
Sucre,70,Sampués,70670,213.93770069,47746,35,Región Caribe,Otro,Urbano,223.17712047015456
Sucre,70,San Benito Abad,70678,1494.16295579,29282,55,Región Caribe,Otro,Rural,19.59759468438829
Sucre,70,San Juan De Betulia,70702,168.17557244,13892,42,Región Caribe,Otro,Rural,82.60414873840402
Sucre,70,San Marcos,70708,970.35481214,59254,46,Región Caribe,Otro,Rural,61.06426150381269
Sucre,70,San Onofre,70713,1035.07899305,50423,45,Región Caribe,Otro,Rural,48.714156444641795
Sucre,70,San Pedro,70717,212.9948174,18920,41,Región Caribe,Otro,Rural,88.82845240534007
Sucre,70,San Luis De Sincé,70742,418.97976977,31365,43,Región Caribe,Otro,Rural,74.8604163327931
Sucre,70,Sucre,70771,1131.18019269,30253,53,Región Caribe,Otro,Rural,26.744633786467684
Sucre,70,Santiago De Tolú,70820,302.51669186,33553,40,Región Caribe,Otro,Urbano,110.912888124295
Sucre,70,Tolú Viejo,70823,285.01589128,21850,42,Región Caribe,Otro,Rural,76.6623920577626
Tolima,73,Ibagué,73001,1377.25137736,536087,27,Región Centro Sur,Capital,Urbano,389.2441197100884
Tolima,73,Alpujarra,73024,501.5113202,4493,57,Región Centro Sur,Otro,Rural,8.95892040524273
Tolima,73,Alvarado,73026,344.33559262,8710,48,Región Centro Sur,Otro,Rural,25.295090564779734
Tolima,73,Ambalema,73030,238.04483788,6596,47,Región Centro Sur,Otro,Rural,27.70906548002981
Tolima,73,Anzoátegui,73043,469.71132542,10110,46,Región Centro Sur,Otro,Rural,21.52385827818816
Tolima,73,Armero,73055,440.63084363,12335,48,Región Centro Sur,Otro,Rural,27.99395498141243
Tolima,73,Ataco,73067,1017.64443733,19195,51,Región Centro Sur,Otro,Rural,18.862187317961506
Tolima,73,Cajamarca,73124,508.49091081,18443,45,Región Centro Sur,Otro,Rural,36.27006817215522
Tolima,73,Carmen De Apicala,73148,190.83613055,10306,45,Región Centro Sur,Otro,Rural,54.00444858265336
Tolima,73,Casabianca,73152,175.29617919,6326,45,Región Centro Sur,Otro,Rural,36.087495056828224
Tolima,73,Chaparral,73168,2102.06323602,50565,50,Región Centro Sur,Otro,Rural,24.054937612504297
Tolima,73,Coello,73200,343.59810611,8286,48,Región Centro Sur,Otro,Rural,24.115383212698234
Tolima,73,Coyaima,73217,669.055687,22610,46,Región Centro Sur,Otro,Rural,33.7938985338899
Tolima,73,Cunday,73226,507.51528262,8518,51,Región Centro Sur,Otro,Rural,16.78373103569734
Tolima,73,Dolores,73236,651.95039954,8250,54,Región Centro Sur,Otro,Rural,12.654336903269014
Tolima,73,Espinal,73268,216.49894583,70769,28,Región Centro Sur,Otro,Urbano,326.87918977475977
Tolima,73,Falan,73270,181.32221342,7494,44,Región Centro Sur,Otro,Rural,41.329740348147574
Tolima,73,Flandes,73275,96.79717451,28510,30,Región Centro Sur,Otro,Urbano,294.5333905077432
Tolima,73,Fresno,73283,219.66147916,31124,36,Región Centro Sur,Otro,Urbano,141.69075123694984
Tolima,73,Guamo,73319,505.74382712,32826,41,Región Centro Sur,Otro,Rural,64.90637797188819
Tolima,73,Herveo,73347,322.74343346,7266,48,Región Centro Sur,Otro,Rural,22.513238835269842
Tolima,73,Honda,73349,304.88691225,24585,40,Región Centro Sur,Otro,Urbano,80.63645572244467
Tolima,73,Icononzo,73352,215.18185508,11891,42,Región Centro Sur,Otro,Rural,55.26023556019248
Tolima,73,Lérida,73408,271.95447635,18598,41,Región Centro Sur,Otro,Rural,68.38644559049193
Tolima,73,Líbano,73411,282.37261191,36432,35,Región Centro Sur,Otro,Urbano,129.02101146980888
Tolima,73,Mariquita,73443,293.34315416,38084,38,Región Centro Sur,Otro,Urbano,129.82747154626833
Tolima,73,Melgar,73449,202.16042796,37191,34,Región Centro Sur,Otro,Urbano,183.9677545961602
Tolima,73,Murillo,73461,423.93217667,4129,54,Región Centro Sur,Otro,Rural,9.7397655267251
Tolima,73,Natagaima,73483,859.83002478,14722,50,Región Centro Sur,Otro,Rural,17.121988736979542
Tolima,73,Ortega,73504,953.80432456,34453,47,Región Centro Sur,Otro,Rural,36.12166469877722
Tolima,73,Palocabildo,73520,65.01112946,9773,36,Región Centro Sur,Otro,Urbano,150.32810660539474
Tolima,73,Piedras,73547,354.42532016,6737,53,Región Centro Sur,Otro,Rural,19.0082356332744
Tolima,73,Planadas,73555,1754.10183146,25785,53,Región Centro Sur,Otro,Rural,14.699830726781835
Tolima,73,Prado,73563,423.01300283,8443,51,Región Centro Sur,Otro,Rural,19.959197337943447
Tolima,73,Purificación,73585,402.20480783,23527,42,Región Centro Sur,Otro,Rural,58.495074007032166
Tolima,73,Rio Blanco,73616,2046.23379236,22660,54,Región Centro Sur,Otro,Rural,11.074003412809125
Tolima,73,Roncesvalles,73622,775.84952855,5467,58,Región Centro Sur,Otro,Rural,7.046469449066214
Tolima,73,Rovira,73624,739.47619525,21556,48,Región Centro Sur,Otro,Rural,29.150363647219784
Tolima,73,Saldaña,73671,193.22678055,14450,41,Región Centro Sur,Otro,Rural,74.78259462207865
Tolima,73,San Antonio,73675,383.40696991,12691,46,Región Centro Sur,Otro,Rural,33.100598048541094
Tolima,73,San Luis,73678,412.22622694,13481,44,Región Centro Sur,Otro,Rural,32.70291679418587
Tolima,73,Santa Isabel,73686,270.18664067,5710,49,Región Centro Sur,Otro,Rural,21.13353934095531
Tolima,73,Suárez,73770,190.07818668,3788,49,Región Centro Sur,Otro,Rural,19.92864129315988
Tolima,73,Valle De San Juan,73854,197.84640769,5353,47,Región Centro Sur,Otro,Rural,27.056341646533536
Tolima,73,Venadillo,73861,334.63275703,12751,43,Región Centro Sur,Otro,Rural,38.10445849106418
Tolima,73,Villahermosa,73870,278.8499413,9216,45,Región Centro Sur,Otro,Rural,33.0500338534588
Tolima,73,Villarrica,73873,430.46301234,5021,54,Región Centro Sur,Otro,Rural,11.664184508457089
Valle Del Cauca,76,Cali,76001,563.04091967,2241491,10,Región Pacífico,Capital,Urbano,3981.0445772107378
Valle Del Cauca,76,Alcalá,76020,62.35754539,14189,29,Región Pacífico,Otro,Urbano,227.54263195028562
Valle Del Cauca,76,Andalucía,76036,110.46041792,22515,34,Región Pacífico,Otro,Urbano,203.82866934566817
Valle Del Cauca,76,Ansermanuevo,76041,305.45113843,17348,41,Región Pacífico,Otro,Rural,56.79468110404711
Valle Del Cauca,76,Argelia,76054,90.79604368,5258,41,Región Pacífico,Otro,Rural,57.91001223061221
Valle Del Cauca,76,Bolívar,76100,743.57207248,15828,50,Región Pacífico,Otro,Rural,21.286436898052987
Valle Del Cauca,76,Buenaventura,76109,6292.41025627,310194,44,Región Pacífico,Otro,Rural,49.296531434979265
Valle Del Cauca,76,Guadalajara De Buga,76111,825.8772487,128316,34,Región Pacífico,Otro,Urbano,155.36933630509878
Valle Del Cauca,76,Bugalagrande,76113,396.78132336,24400,43,Región Pacífico,Otro,Rural,61.494829931452855
Valle Del Cauca,76,Caicedonia,76122,166.98368656,28609,33,Región Pacífico,Otro,Urbano,171.3281134784404
Valle Del Cauca,76,Calima,76126,793.49798184,18171,51,Región Pacífico,Otro,Rural,22.89986920680534
Valle Del Cauca,76,Candelaria,76130,296.47303499,93183,31,Región Pacífico,Otro,Urbano,314.30514415296847
Valle Del Cauca,76,Cartago,76147,248.2239721,136596,25,Región Pacífico,Otro,Urbano,550.2933453380186
Valle Del Cauca,76,Dagua,76233,916.32479573,48758,46,Región Pacífico,Otro,Rural,53.210390275597
Valle Del Cauca,76,El Águila,76243,187.81313564,8696,42,Región Pacífico,Otro,Rural,46.30134080008377
Valle Del Cauca,76,El Cairo,76246,214.20335522,6637,45,Región Pacífico,Otro,Rural,30.984575349827708
Valle Del Cauca,76,El Cerrito,76248,441.88858289,56835,36,Región Pacífico,Otro,Urbano,128.61839432078747
Valle Del Cauca,76,El Dovio,76250,235.41011735,8711,44,Región Pacífico,Otro,Rural,37.00350731760935
Valle Del Cauca,76,Florida,76275,401.55021138,57696,36,Región Pacífico,Otro,Urbano,143.68315185719177
Valle Del Cauca,76,Ginebra,76306,268.73272309,22908,40,Región Pacífico,Otro,Urbano,85.24454981363766
Valle Del Cauca,76,Guacarí,76318,162.4990753,33405,32,Región Pacífico,Otro,Urbano,205.5704005596886
Valle Del Cauca,76,Jamundí,76364,628.9643411,164159,36,Región Pacífico,Otro,Urbano,260.99889814564244
Valle Del Cauca,76,La Cumbre,76377,255.41489424,16422,45,Región Pacífico,Otro,Rural,64.29538907221718
Valle Del Cauca,76,La Unión,76400,120.87494897,34244,30,Región Pacífico,Otro,Urbano,283.3010503152231
Valle Del Cauca,76,La Victoria,76403,264.69779853,11981,42,Región Pacífico,Otro,Rural,45.262937835284305
Valle Del Cauca,76,Obando,76497,214.67702708,12140,40,Región Pacífico,Otro,Urbano,56.550065766822804
Valle Del Cauca,76,Palmira,76520,1005.15343961,352016,29,Región Pacífico,Otro,Urbano,350.21120769042227
Valle Del Cauca,76,Pradera,76563,356.73106135,47918,35,Región Pacífico,Otro,Urbano,134.32528083946733
Valle Del Cauca,76,Restrepo,76606,136.23201775,15295,37,Región Pacífico,Otro,Urbano,112.27169833209051
Valle Del Cauca,76,Riofrío,76616,308.0877961,15483,42,Región Pacífico,Otro,Rural,50.25515517328211
Valle Del Cauca,76,Roldanillo,76622,235.72665152,36767,35,Región Pacífico,Otro,Urbano,155.97302962105047
Valle Del Cauca,76,San Pedro,76670,202.12860464,17082,39,Región Pacífico,Otro,Urbano,84.51055223195054
Valle Del Cauca,76,Sevilla,76736,537.18399278,41503,39,Región Pacífico,Otro,Urbano,77.26030663202815
Valle Del Cauca,76,Toro,76823,175.7636534,14467,39,Región Pacífico,Otro,Urbano,82.30939514597048
Valle Del Cauca,76,Trujillo,76828,307.64209369,19073,43,Región Pacífico,Otro,Rural,61.997367691884136
Valle Del Cauca,76,Tuluá,76834,909.35897223,215978,32,Región Pacífico,Otro,Urbano,237.50576680445803
Valle Del Cauca,76,Ulloa,76845,41.86087745,5412,35,Región Pacífico,Otro,Urbano,129.28539318040504
Valle Del Cauca,76,Versalles,76863,200.59725955,7070,46,Región Pacífico,Otro,Rural,35.24474868629879
Valle Del Cauca,76,Vijes,76869,113.7739448,12817,39,Región Pacífico,Otro,Urbano,112.65320915549376
Valle Del Cauca,76,Yotoco,76890,327.80054567,16117,43,Región Pacífico,Otro,Rural,49.167093261111106
Valle Del Cauca,76,Yumbo,76892,230.58969895,108889,27,Región Pacífico,Otro,Urbano,472.2197066730677
Valle Del Cauca,76,Zarzal,76895,367.93726727,42191,36,Región Pacífico,Otro,Urbano,114.6690040751957
Arauca,81,Arauca,81001,5787.99875183,91875,60,Región Llano,Capital,Rural,15.87336209617387
Arauca,81,Arauquita,81065,3046.7880105,53407,59,Región Llano,Otro,Rural,17.52895174063506
Arauca,81,Cravo Norte,81220,5212.56909554,4042,83,Región Llano,Otro,Rural,0.7754333661415507
Arauca,81,Fortul,81300,1158.59610289,19659,55,Región Llano,Otro,Rural,16.96794935781557
Arauca,81,Puerto Rondón,81591,2281.46025241,4688,75,Región Llano,Otro,Rural,2.0548243148430365
Arauca,81,Saravena,81736,945.13607096,59697,48,Región Llano,Otro,Rural,63.162333799581006
Arauca,81,Tame,81794,5418.70888961,46741,61,Región Llano,Otro,Rural,8.6258555224516
Casanare,85,Yopal,85001,2482.9386346,173610,48,Región Llano,Capital,Rural,69.92118032267376
Casanare,85,Aguazul,85010,1442.50730707,37513,53,Región Llano,Otro,Rural,26.005414195229182
Casanare,85,Chámeza,85015,313.53253909,2571,63,Región Llano,Otro,Rural,8.200105824620616
Casanare,85,Hato Corozal,85125,5509.71245948,12203,74,Región Llano,Otro,Rural,2.2148161251143956
Casanare,85,La Salina,85136,199.89427732,1385,62,Región Llano,Otro,Rural,6.928662583885921
Casanare,85,Maní,85139,3754.54852424,17359,69,Región Llano,Otro,Rural,4.6234586896206995
Casanare,85,Monterrey,85162,779.17247398,17797,54,Región Llano,Otro,Rural,22.840899280095485
Casanare,85,Nunchía,85225,1101.81320304,8738,62,Región Llano,Otro,Rural,7.93056388858936
Casanare,85,Orocué,85230,4753.48411814,12514,74,Región Llano,Otro,Rural,2.632595310930928
Casanare,85,Paz De Ariporo,85250,12115.0422166,36861,73,Región Llano,Otro,Rural,3.0425812259649536
Casanare,85,Pore,85263,780.47120354,12001,60,Región Llano,Otro,Rural,15.376608317599427
Casanare,85,Recetor,85279,181.22675503,1718,56,Región Llano,Otro,Rural,9.479836460767645
Casanare,85,Sabanalarga,85300,400.94205826,3583,59,Región Llano,Otro,Rural,8.936453350764518
Casanare,85,Sácama,85315,312.23692703,2073,64,Región Llano,Otro,Rural,6.639189091816883
Casanare,85,San Luis De Gaceno,85325,2989.69529677,8378,71,Región Llano,Otro,Rural,2.802292263379283
Casanare,85,Támara,85400,1091.2312612,6671,62,Región Llano,Otro,Rural,6.113277943177751
Casanare,85,Tauramena,85410,2381.67339242,24445,61,Región Llano,Otro,Rural,10.26379186911167
Casanare,85,Trinidad,85430,2970.22769452,13350,68,Región Llano,Otro,Rural,4.494604916865611
Casanare,85,Villanueva,85440,833.88943151,35793,50,Región Llano,Otro,Rural,42.92295674641941
Putumayo,86,Mocoa,86001,1304.63788025,57716,52,Región Centro Sur,Capital,Rural,44.23909567070076
Putumayo,86,Colón,86219,64.27461837,5469,52,Región Centro Sur,Otro,Rural,85.08801979215859
Putumayo,86,Orito,86320,1939.39045513,38244,54,Región Centro Sur,Otro,Rural,19.719597927708918
Putumayo,86,Puerto Asís,86568,2819.15480478,66084,56,Región Centro Sur,Otro,Rural,23.441068183964816
Putumayo,86,Puerto Caicedo,86569,926.46599268,16033,57,Región Centro Sur,Otro,Rural,17.305546157847775
Putumayo,86,Puerto Guzmán,86571,4576.59155914,36052,66,Región Centro Sur,Otro,Rural,7.87747814812092
Putumayo,86,Leguízamo,86573,10906.8768145,29001,77,Región Centro Sur,Otro,Rural,2.658964659933173
Putumayo,86,Sibundoy,86749,97.7346246,15217,39,Región Centro Sur,Otro,Urbano,155.69712435361419
Putumayo,86,San Francisco,86755,407.35674102,5585,56,Región Centro Sur,Otro,Rural,13.710341422153594
Putumayo,86,San Miguel,86757,379.74213265,19119,47,Región Centro Sur,Otro,Rural,50.34732350234511
Putumayo,86,Santiago,86760,341.92381961,7284,52,Región Centro Sur,Otro,Rural,21.302990848394728
Putumayo,86,Valle De Guamez,86865,815.16156252,34082,47,Región Centro Sur,Otro,Rural,41.810116628461365
Putumayo,86,Villagarzón,86885,1396.97212975,23873,57,Región Centro Sur,Otro,Rural,17.08910256088808
San Andrés,88,San Andrés,88001,27.13979276,56358,23,Región Caribe,Capital,Urbano,2076.581811010115
San Andrés,88,Providencia,88564,22.28445843,6124,41,Región Caribe,Otro,Rural,274.81035804557354
Amazonas,91,Leticia,91001,6182.41656034,48918,70,Región Centro Sur,Capital,Rural,7.912439985653405
Amazonas,91,El Encanto,91263,10897.5467052,2077,89,Región Centro Sur,Otro,Rural,0.19059335611830086
Amazonas,91,La Chorrera,91405,12726.8679079,2947,92,Región Centro Sur,Otro,Rural,0.2315573651998617
Amazonas,91,La Pedrera,91407,13668.2148943,3882,93,Región Centro Sur,Otro,Rural,0.2840166056811775
Amazonas,91,La Victoria,91430,1432.79497756,652,85,Región Centro Sur,Otro,Rural,0.4550546381104248
Amazonas,91,Miriti Paraná,91460,16867.5325378,1860,100,Región Centro Sur,Otro,Rural,0.11027101894315339
Amazonas,91,Puerto Alegría,91530,8494.18249382,759,96,Región Centro Sur,Otro,Rural,0.0893552735124558
Amazonas,91,Puerto Arica,91536,13791.3269857,1027,100,Región Centro Sur,Otro,Rural,0.07446709088000592
Amazonas,91,Puerto Nariño,91540,1509.20430199,9997,72,Región Centro Sur,Otro,Rural,6.624020344242459
Amazonas,91,Puerto Santander,91669,14731.0884954,1765,96,Región Centro Sur,Otro,Rural,0.11981463559540406
Amazonas,91,Tarapacá,91798,9195.87793453,3869,90,Región Centro Sur,Otro,Rural,0.42073198747801166
Guainía,94,Inírida,94001,15970.1985917,32673,81,Región Llano,Capital,Rural,2.045873118758883
Guainía,94,Barranco Minas,94343,14395.6775467,8042,87,Región Llano,Otro,Rural,0.5586399093694281
Guainía,94,San Felipe,94883,2926.36512082,1706,89,Región Llano,Otro,Rural,0.5829757838017013
Guainía,94,Puerto Colombia,94884,15700.7128072,1934,93,Región Llano,Otro,Rural,0.12317912083030462
Guainía,94,La Guadalupe,94885,1178.87068633,288,96,Región Llano,Otro,Rural,0.24430160435712156
Guainía,94,Cacahual,94886,2335.32470461,886,85,Región Llano,Otro,Rural,0.3793904968551096
Guainía,94,Pana Pana,94887,10227.1467844,1959,93,Región Llano,Otro,Rural,0.1915490254807103
Guainía,94,Morichal,94888,8555.05823926,937,100,Región Llano,Otro,Rural,0.10952584702463102
Guaviare,95,San José Del Guaviare,95001,16768.5151201,54333,70,Región Llano,Capital,Rural,3.240179563357544
Guaviare,95,Calamar,95015,13556.4152169,9801,81,Región Llano,Otro,Rural,0.7229787405583195
Guaviare,95,El Retorno,95025,12442.2257713,13684,77,Región Llano,Otro,Rural,1.0998032226327505
Guaviare,95,Miraflores,95200,12808.0770572,6898,81,Región Llano,Otro,Rural,0.5385664037773977
Vaupés,97,Mitú,97001,16215.7372637,31302,77,Región Llano,Capital,Rural,1.9303470135811582
Vaupés,97,Caruru,97161,6368.48641769,3056,85,Región Llano,Otro,Rural,0.4798628433141078
Vaupés,97,Pacoa,97511,13993.2505744,4229,91,Región Llano,Otro,Rural,0.3022171280014637
Vaupés,97,Taraira,97666,6510.24656078,2318,97,Región Llano,Otro,Rural,0.35605410307567176
Vaupés,97,Papunaua,97777,5551.15354848,749,95,Región Llano,Otro,Rural,0.1349269108589311
Vaupés,97,Yavaraté,97889,4660.40564977,1067,92,Región Llano,Otro,Rural,0.22895002714037532
Vichada,99,Puerto Carreño,99001,12204.9514008,20474,81,Región Llano,Capital,Rural,1.6775158972495365
Vichada,99,La Primavera,99524,18569.3376561,9799,85,Región Llano,Otro,Rural,0.5276978738539467
Vichada,99,Santa Rosalía,99624,3691.86919125,4130,81,Región Llano,Otro,Rural,1.1186745212393772
Vichada,99,Cumaribo,99773,65597.2123539,76196,87,Región Llano,Otro,Rural,1.1615737508618362
